timestamp,user_id,article_id,status_code
2025-08-27 19:45:45,user_4990,article_126,200
2025-07-09 21:46:36,user_4207,article_111,200
2025-11-21 20:54:02,user_2417,article_145,200
2025-09-29 13:43:02,user_4911,article_144,404
2025-11-19 14:14:17,user_3134,article_141,200
2025-03-20 11:27:20,user_3738,article_121,500
2025-05-04 03:11:02,user_3424,article_133,200
2025-02-10 04:26:07,user_314,article_129,200
2025-11-07 04:50:32,user_2408,article_108,200
2025-11-11 05:59:19,user_3435,article_148,200
2025-10-17 00:03:01,user_2214,article_125,200
2025-10-10 01:40:49,user_4318,article_131,200
2025-04-03 15:49:39,,article_124,200
2025-03-23 06:45:20,,article_125,200
2025-03-26 09:57:55,user_2101,article_145,200
2025-09-10 10:25:31,user_2146,article_118,200
2025-03-02 08:25:09,user_1096,article_145,404
2025-02-02 19:51:07,user_1801,article_120,200
2025-07-31 10:28:58,,article_105,200
2025-10-12 09:45:14,user_2873,article_134,200
2025-06-18 10:07:05,user_703,article_142,200
2025-08-31 20:42:28,user_702,article_143,404
2025-09-13 02:13:02,user_444,article_146,200
2025-09-18 16:40:37,user_892,article_134,200
2025-06-26 21:53:24,user_3092,article_135,200
2025-09-24 08:59:49,user_3989,article_128,200
2025-10-30 16:34:07,user_1515,article_148,200
2025-08-27 19:37:48,user_496,article_120,200
2025-02-17 17:33:48,,article_123,200
2025-09-30 23:58:23,user_3222,article_131,200
2025-06-09 19:24:35,user_3069,article_147,200
2025-12-26 04:33:38,user_4103,article_128,200
2025-01-24 10:12:44,user_4099,article_117,200
2025-02-23 14:30:37,user_1256,article_102,200
2025-02-01 10:38:12,user_2327,article_145,200
2025-07-13 15:40:36,user_3403,article_115,200
2025-01-04 09:10:52,user_384,article_103,200
2025-12-22 16:27:45,user_3380,article_129,200
2025-11-06 02:38:25,user_3889,article_127,404
2025-04-18 16:18:49,user_3344,article_104,200
2025-07-15 01:20:40,user_3077,article_141,200
2025-10-28 19:15:09,user_2961,article_122,200
2025-12-22 19:14:12,user_2643,article_116,404
2025-10-07 01:32:11,user_3022,article_147,200
2025-12-18 11:14:59,user_4174,article_135,404
2025-08-27 18:27:56,user_1630,article_135,200
2025-07-13 00:21:47,user_4497,article_115,200
2025-07-26 12:48:01,user_217,article_136,200
2025-08-24 08:03:19,user_1829,article_116,200
2025-02-15 23:59:23,user_4700,article_110,200
2025-12-04 03:47:49,user_3905,article_107,200
2025-03-17 03:09:50,user_627,article_128,500
2025-03-19 13:35:36,user_4901,article_131,200
2025-03-10 13:43:08,user_2974,article_106,200
2025-05-05 08:53:05,,article_138,200
2025-04-08 14:19:48,user_4446,article_149,200
2025-04-21 15:37:16,user_2473,article_135,200
2025-02-17 17:36:28,user_153,article_142,200
2025-11-18 03:52:21,user_3998,article_114,404
2025-08-27 09:43:47,user_2318,article_124,200
2025-08-13 03:58:09,user_3863,article_138,200
2025-03-18 17:04:37,user_4646,article_117,200
2025-02-01 17:26:07,user_1755,article_101,200
2025-08-03 21:19:19,user_2968,article_132,200
2025-06-19 21:28:05,user_4195,article_146,200
2025-07-31 22:16:18,user_4619,article_143,200
2025-12-14 14:35:24,user_3049,article_147,200
2025-12-30 19:45:40,user_4653,article_138,200
2025-04-19 10:39:13,user_2680,article_107,200
2025-07-03 22:57:43,user_4822,article_136,404
2025-06-13 06:41:20,,article_142,200
2025-11-30 11:12:48,user_507,article_106,200
2025-09-12 14:11:31,,article_118,404
2025-10-01 12:39:50,user_1991,article_147,200
2025-12-19 12:24:58,user_2464,article_134,200
2025-04-02 15:47:03,user_1297,article_139,404
2025-06-12 02:48:31,user_3931,article_131,200
2025-02-14 02:04:26,,article_121,200
2025-04-07 09:54:39,,article_116,200
2025-11-24 11:00:15,user_3064,article_122,200
2025-04-19 15:50:36,user_3932,article_110,200
2025-08-24 01:46:00,user_1841,article_138,404
2025-01-04 23:41:05,user_677,article_113,200
2025-12-11 08:42:59,user_2019,article_104,200
2025-12-07 05:44:40,user_1167,article_138,200
2025-09-26 10:24:36,user_2273,article_113,200
2025-02-09 00:02:43,user_4925,article_101,200
2025-11-17 08:25:37,user_4612,article_118,200
2025-06-01 12:08:21,user_2206,article_109,200
2025-05-10 06:26:53,user_2953,article_130,200
2025-01-31 00:24:32,user_423,article_121,200
2025-01-21 20:54:56,user_404,article_122,200
2025-05-02 19:32:27,user_3582,article_102,200
2025-04-22 19:57:59,user_3724,article_133,200
2025-04-21 17:32:04,user_2913,article_119,200
2025-12-05 22:11:22,user_2454,article_130,200
2025-02-19 02:34:27,,article_135,200
2025-02-14 06:43:03,user_3593,article_147,200
2025-02-22 07:37:07,user_2172,article_138,200
2025-01-04 14:20:13,user_1263,article_116,500
2025-01-20 09:59:50,,article_113,200
2025-05-22 05:25:13,user_44,article_112,200
2025-01-13 13:27:08,user_578,article_114,200
2025-02-09 05:29:42,user_1435,article_149,500
2025-04-24 21:59:29,user_543,article_133,200
2025-04-09 11:15:25,user_3355,article_109,200
2025-06-16 16:56:22,user_3545,article_127,404
2025-06-05 13:55:53,user_4500,article_148,200
2025-04-08 12:57:41,user_1727,article_141,200
2025-07-18 13:16:20,user_1550,article_101,200
2025-01-18 09:33:58,user_2007,article_110,404
2025-10-19 12:56:38,user_1236,article_136,404
2025-05-30 07:11:45,,article_126,200
2025-11-25 04:16:30,user_1963,article_144,404
2025-08-03 11:46:05,user_2706,article_141,404
2025-03-11 08:38:50,user_2039,article_116,200
2025-02-28 13:51:50,user_1089,article_133,200
2025-12-05 18:27:15,user_2365,article_135,200
2025-04-08 02:01:37,user_4235,article_126,200
2025-11-16 08:03:40,user_4890,article_131,500
2025-03-07 04:29:25,user_260,article_124,200
2025-09-30 23:52:57,user_2236,article_123,200
2025-01-10 13:15:25,user_1244,article_130,200
2025-04-04 06:00:37,user_4955,article_148,200
2025-01-22 19:21:03,user_3626,article_138,200
2025-05-24 08:42:23,user_409,article_118,404
2025-06-21 11:27:22,user_2371,article_120,200
2025-04-17 08:33:27,user_441,article_104,200
2025-07-09 02:58:44,user_924,article_145,200
2025-07-22 11:25:12,user_276,article_132,404
2025-04-13 01:43:30,user_1701,article_114,200
2025-05-30 16:08:09,user_3475,article_106,404
2025-10-10 15:22:34,user_4169,article_128,200
2025-03-27 13:39:10,user_3578,article_136,200
2025-06-10 11:02:55,,article_118,404
2025-04-21 00:07:59,user_3644,article_143,404
2025-09-06 23:05:21,user_4390,article_134,200
2025-09-11 20:38:26,user_168,article_116,200
2025-09-01 05:41:33,,article_116,500
2025-02-21 06:33:17,user_4015,article_116,200
2025-03-26 15:00:22,user_4261,article_120,200
2025-10-15 03:46:48,user_3689,article_133,200
2025-07-19 15:07:23,user_1697,article_106,500
2025-02-28 19:52:19,user_4898,article_135,500
2025-09-22 07:03:23,user_1821,article_129,200
2025-09-22 12:43:11,,article_138,200
2025-04-09 07:09:52,user_4148,article_128,200
2025-11-18 22:24:09,user_4747,article_141,200
2025-09-12 06:02:50,user_3265,article_117,200
2025-01-05 08:44:19,user_1080,article_138,200
2025-09-12 18:20:14,user_506,article_124,200
2025-04-15 18:42:23,user_558,article_108,200
2025-01-01 03:21:36,user_953,article_101,200
2025-06-19 22:45:25,user_2413,article_128,200
2025-08-14 04:35:24,user_2796,article_139,200
2025-01-14 01:46:37,user_4846,article_132,200
2025-06-14 23:47:02,user_3723,article_149,200
2025-08-06 02:32:22,user_4040,article_130,200
2025-07-17 04:23:20,user_3823,article_136,200
2025-04-11 02:04:15,user_690,article_121,500
2025-10-26 00:48:45,user_3732,article_119,200
2025-05-21 16:00:15,user_4418,article_105,200
2025-03-25 15:26:24,user_3999,article_146,200
2025-07-07 09:51:14,user_407,article_146,200
2025-08-03 19:55:23,user_2621,article_123,200
2025-10-26 16:56:27,user_4751,article_135,200
2025-05-23 23:53:56,user_4216,article_125,200
2025-01-08 15:04:59,user_253,article_123,200
2025-05-08 11:05:52,user_899,article_133,200
2025-02-01 08:14:29,user_4389,article_106,200
2025-12-11 11:59:08,,article_133,200
2025-07-07 01:24:26,user_4396,article_145,200
2025-04-27 00:17:27,user_3356,article_122,200
2025-12-02 22:30:28,user_2418,article_110,404
2025-07-11 10:35:04,user_4393,article_113,200
2025-12-07 00:10:28,user_3464,article_142,200
2025-12-27 17:19:29,user_257,article_126,200
2025-07-08 23:45:53,user_4843,article_126,200
2025-04-16 21:21:24,user_681,article_116,200
2025-10-05 18:43:25,user_4950,article_106,404
2025-09-28 18:31:50,user_1665,article_149,404
2025-03-05 11:07:25,user_1186,article_142,200
2025-10-29 05:51:49,user_1403,article_135,200
2025-06-05 14:36:59,user_549,article_141,200
2025-12-06 07:56:02,user_837,article_104,200
2025-12-03 11:56:05,user_2231,article_127,404
2025-07-14 03:07:09,user_1348,article_141,200
2025-12-20 08:21:35,user_165,article_118,500
2025-05-24 07:59:12,user_4128,article_123,200
2025-12-11 13:41:46,user_4929,article_115,200
2025-02-13 21:35:02,user_3032,article_107,200
2025-04-14 11:18:03,user_12,article_146,200
2025-01-18 17:32:39,user_3578,article_142,500
2025-08-05 07:33:26,user_4776,article_132,200
2025-06-05 20:45:16,user_4968,article_108,200
2025-01-10 18:31:34,user_3799,article_122,200
2025-04-16 03:26:25,,article_137,200
2025-03-02 16:21:49,user_4474,article_130,200
2025-03-30 10:55:04,user_1038,article_127,200
2025-05-08 00:27:49,user_4485,article_105,200
2025-05-31 18:58:43,user_670,article_102,200
2025-05-19 12:45:38,user_210,article_142,200
2025-03-01 16:54:13,user_3214,article_138,200
2025-03-24 01:53:13,user_4862,article_141,200
2025-05-25 19:10:46,user_4463,article_117,200
2025-05-05 14:38:20,user_4512,article_123,200
2025-07-29 20:29:55,,article_134,200
2025-03-04 17:56:04,user_2627,article_114,200
2025-12-28 23:47:19,user_3956,article_144,200
2025-05-15 01:05:08,user_1257,article_127,200
2025-09-07 05:03:33,user_1419,article_141,200
2025-08-05 02:38:02,user_4897,article_122,404
2025-05-18 13:22:10,user_440,article_113,404
2025-08-06 01:56:43,,article_125,200
2025-05-12 18:29:27,user_4385,article_144,200
2025-08-13 18:21:04,user_908,article_144,200
2025-07-14 09:31:34,user_2302,article_109,200
2025-01-05 11:36:07,user_2559,article_116,200
2025-09-03 20:35:19,user_3556,article_132,200
2025-07-18 12:58:27,user_363,article_124,200
2025-06-05 11:23:31,user_1863,article_143,200
2025-02-26 19:44:12,user_2942,article_115,200
2025-12-20 05:14:11,user_732,article_127,404
2025-07-12 10:12:04,,article_128,200
2025-04-15 13:28:52,user_1600,article_117,200
2025-08-21 07:18:04,user_389,article_148,200
2025-09-11 02:42:58,user_1967,article_119,200
2025-12-25 13:31:58,user_3983,article_126,200
2025-09-16 07:52:33,user_1910,article_126,200
2025-05-02 20:36:14,user_1942,article_121,200
2025-08-25 16:09:29,user_2622,article_108,200
2025-02-19 16:11:18,user_4422,article_107,200
2025-02-15 06:21:05,user_626,article_118,404
2025-08-07 21:19:36,user_27,article_139,200
2025-05-24 17:24:50,user_3720,article_142,200
2025-04-01 18:26:24,user_510,article_139,200
2025-07-23 17:43:00,user_4912,article_131,200
2025-09-05 00:43:11,,article_128,200
2025-06-14 02:41:51,user_707,article_137,200
2025-10-01 19:48:35,user_2914,article_119,200
2025-12-24 03:15:21,user_2778,article_132,200
2025-11-01 19:33:11,user_4396,article_142,200
2025-02-27 14:26:05,user_4318,article_133,200
2025-06-28 21:26:59,user_4378,article_137,200
2025-08-15 21:42:32,,article_124,404
2025-12-20 18:50:27,user_365,article_122,200
2025-07-24 10:11:18,user_4229,article_120,404
2025-10-07 06:19:58,,article_121,200
2025-04-30 04:58:17,user_3843,article_113,200
2025-11-23 09:13:48,user_3114,article_146,200
2025-03-03 11:06:18,user_3694,article_146,200
2025-01-28 06:29:40,user_2309,article_108,200
2025-12-29 21:05:02,user_4535,article_136,200
2025-05-16 00:08:37,user_4406,article_139,200
2025-07-13 09:35:43,user_3304,article_119,200
2025-01-22 17:57:19,user_1613,article_147,200
2025-11-08 09:41:30,user_83,article_149,200
2025-02-10 18:30:59,user_1981,article_107,200
2025-06-17 01:37:12,user_983,article_140,404
2025-04-27 13:48:28,user_4406,article_136,200
2025-08-05 23:04:14,user_4567,article_128,200
2025-07-10 11:01:23,user_2357,article_140,200
2025-12-06 03:16:07,user_390,article_101,200
2025-10-01 05:07:44,user_691,article_145,404
2025-08-01 22:33:31,user_3675,article_108,200
2025-04-20 07:03:30,user_8,article_145,200
2025-01-04 08:31:21,user_3946,article_116,200
2025-10-02 13:11:49,,article_121,200
2025-01-08 13:59:27,user_3329,article_120,200
2025-10-26 23:19:49,user_592,article_117,200
2025-02-02 11:01:06,,article_104,200
2025-01-21 19:09:18,user_4263,article_130,200
2025-07-04 19:45:29,user_3665,article_103,404
2025-09-19 04:19:12,user_2468,article_112,200
2025-01-29 21:17:56,user_101,article_128,200
2025-01-30 22:26:59,user_603,article_112,200
2025-05-01 08:22:29,user_4871,article_129,200
2025-05-19 06:52:42,,article_107,200
2025-08-12 12:33:47,user_3359,article_120,200
2025-06-28 18:31:50,user_1657,article_142,200
2025-09-14 11:06:56,user_3779,article_113,404
2025-10-15 18:17:05,user_3626,article_129,200
2025-06-07 01:32:51,user_4317,article_130,200
2025-02-14 03:34:53,user_1573,article_130,200
2025-06-19 14:13:58,user_3626,article_118,200
2025-07-10 23:56:10,user_3998,article_125,200
2025-08-12 11:26:46,user_2910,article_142,200
2025-12-16 03:26:18,user_4613,article_133,200
2025-04-19 07:36:01,user_1975,article_138,200
2025-06-27 09:16:07,user_3950,article_108,200
2025-11-18 16:52:37,user_1089,article_117,200
2025-03-31 03:39:42,user_3624,article_143,404
2025-10-16 18:47:49,user_4534,article_139,200
2025-12-18 09:58:24,user_3259,article_113,200
2025-05-04 17:39:24,user_104,article_148,200
2025-07-21 03:59:57,user_1714,article_142,200
2025-03-18 17:58:38,user_4398,article_139,200
2025-10-08 15:36:09,user_1223,article_113,200
2025-11-15 21:29:15,user_4259,article_129,200
2025-08-16 01:33:06,user_4853,article_105,200
2025-11-07 21:35:17,user_290,article_119,200
2025-07-08 11:40:41,user_4443,article_139,200
2025-05-11 17:57:44,user_1969,article_115,200
2025-06-03 11:58:32,user_4299,article_128,200
2025-06-22 06:27:41,user_1927,article_143,500
2025-01-19 14:09:50,user_4521,article_115,200
2025-11-02 20:07:21,user_220,article_102,200
2025-04-05 01:25:09,user_2472,article_113,200
2025-11-19 22:05:31,user_3425,article_138,200
2025-08-24 08:22:15,user_4819,article_144,200
2025-04-03 17:08:44,user_738,article_117,500
2025-02-02 14:35:13,user_3138,article_131,200
2025-05-11 06:05:56,,article_117,200
2025-01-21 15:56:12,user_4331,article_116,200
2025-11-01 15:49:42,user_3376,article_139,200
2025-05-07 05:14:16,user_3814,article_130,200
2025-03-31 19:15:05,user_1684,article_134,200
2025-11-03 08:09:07,,article_107,200
2025-04-21 20:40:08,user_4488,article_129,200
2025-06-15 01:55:06,user_520,article_145,200
2025-04-15 13:10:04,,article_124,200
2025-10-21 04:17:01,user_2012,article_102,200
2025-03-24 10:01:51,user_3586,article_118,200
2025-08-29 22:46:48,user_3129,article_117,200
2025-06-30 06:49:11,user_3195,article_115,200
2025-03-12 04:49:39,user_4601,article_132,200
2025-12-04 15:39:22,user_1301,article_113,200
2025-01-23 07:54:44,user_3837,article_128,200
2025-02-11 02:54:06,user_1002,article_103,200
2025-11-02 20:06:39,user_2995,article_102,200
2025-08-20 21:35:33,user_4763,article_126,200
2025-07-11 08:09:02,user_4556,article_110,200
2025-10-30 10:13:42,user_4079,article_122,200
2025-03-28 15:03:07,user_3025,article_139,200
2025-01-18 02:03:52,user_3329,article_103,200
2025-07-01 05:14:24,user_4479,article_118,200
2025-08-18 10:58:12,user_2035,article_136,200
2025-11-21 05:10:25,user_578,article_105,200
2025-03-17 08:46:34,user_3813,article_130,404
2025-08-09 00:03:19,user_1210,article_130,200
2025-03-16 19:57:34,user_993,article_107,404
2025-10-19 17:36:06,user_1438,article_144,200
2025-05-21 07:53:21,user_3426,article_120,200
2025-02-10 03:49:33,user_2781,article_114,200
2025-09-14 09:52:30,user_4572,article_126,200
2025-07-24 01:43:59,user_3380,article_118,200
2025-09-09 23:38:39,user_3537,article_129,200
2025-03-03 19:15:54,user_1235,article_145,200
2025-09-18 16:55:44,user_4609,article_127,200
2025-07-12 14:38:09,user_3754,article_123,404
2025-02-11 14:18:24,user_1841,article_120,200
2025-02-18 20:30:58,user_4839,article_121,404
2025-01-04 15:59:14,user_673,article_112,200
2025-03-12 11:04:13,user_2800,article_131,200
2025-04-02 18:03:07,user_890,article_141,404
2025-05-02 00:17:17,user_1706,article_147,200
2025-11-25 06:00:48,user_1047,article_120,200
2025-06-04 08:00:39,user_2242,article_119,200
2025-07-29 10:22:40,user_1549,article_147,200
2025-04-09 18:56:05,user_963,article_115,404
2025-12-02 04:03:54,user_2062,article_120,200
2025-02-27 23:10:05,user_107,article_107,200
2025-05-23 11:58:26,user_2596,article_110,200
2025-10-24 05:47:21,user_3429,article_105,200
2025-07-25 04:22:05,user_3973,article_105,200
2025-06-26 19:27:46,user_57,article_112,200
2025-02-04 12:31:50,user_1698,article_112,200
2025-07-17 22:18:07,user_4403,article_109,200
2025-01-17 08:15:59,,article_125,200
2025-02-04 09:00:16,user_902,article_110,200
2025-07-09 15:22:19,,article_131,200
2025-08-11 12:31:25,user_4712,article_114,200
2025-12-11 10:35:31,user_59,article_119,200
2025-05-16 05:44:52,user_2539,article_119,200
2025-11-27 04:31:30,user_59,article_116,404
2025-03-11 14:09:49,user_2142,article_137,500
2025-07-13 11:42:50,user_379,article_107,500
2025-12-10 06:15:49,,article_116,404
2025-07-01 21:49:39,user_3788,article_123,200
2025-02-08 11:15:03,user_4618,article_120,200
2025-02-22 12:55:22,user_3688,article_107,200
2025-03-08 03:58:44,user_1622,article_102,200
2025-02-13 07:21:32,user_1725,article_109,200
2025-09-08 16:06:02,user_223,article_136,200
2025-05-02 11:30:31,user_1786,article_142,404
2025-11-18 21:28:05,user_1262,article_129,200
2025-02-19 20:41:23,user_4204,article_115,200
2025-03-23 09:31:11,,article_139,200
2025-04-06 23:25:04,user_4195,article_137,200
2025-01-21 03:23:51,user_2311,article_146,404
2025-10-27 20:05:52,,article_124,200
2025-05-26 09:09:25,user_2736,article_108,500
2025-03-10 13:24:33,user_536,article_112,200
2025-01-12 18:41:07,user_4053,article_115,200
2025-09-03 03:10:29,user_3788,article_130,200
2025-06-28 01:26:22,user_4529,article_103,200
2025-08-10 09:26:38,user_715,article_105,200
2025-04-11 21:51:10,user_3065,article_137,404
2025-06-18 22:43:01,,article_125,200
2025-05-12 21:54:54,,article_118,200
2025-03-20 23:15:12,user_562,article_115,500
2025-03-07 07:54:09,user_3315,article_122,200
2025-02-02 08:20:10,user_4114,article_129,200
2025-04-21 08:00:12,user_4240,article_122,200
2025-10-15 04:11:30,user_1984,article_134,200
2025-02-16 08:45:23,user_3558,article_144,200
2025-07-17 05:43:16,user_3047,article_147,200
2025-03-12 11:33:34,,article_134,200
2025-03-30 00:56:40,user_1586,article_122,200
2025-09-26 09:50:59,user_1634,article_120,200
2025-12-10 19:40:04,user_2214,article_141,200
2025-10-07 05:29:48,user_3061,article_147,200
2025-07-11 06:42:52,user_233,article_139,200
2025-07-17 07:50:07,user_3131,article_102,200
2025-05-21 07:12:13,user_4523,article_139,200
2025-12-07 21:33:39,user_1704,article_117,200
2025-03-29 04:36:30,user_921,article_103,200
2025-02-14 19:08:46,user_426,article_135,200
2025-01-30 18:16:21,,article_144,404
2025-02-28 20:36:39,user_2168,article_130,200
2025-08-27 06:25:07,user_3840,article_147,200
2025-01-17 11:46:01,user_1367,article_125,200
2025-08-29 03:04:56,user_464,article_115,200
2025-07-22 10:48:29,user_3574,article_122,200
2025-11-28 05:29:15,user_3356,article_133,200
2025-01-06 09:12:28,user_3252,article_145,200
2025-09-12 18:35:56,user_2560,article_137,404
2025-08-06 09:55:52,user_4077,article_149,200
2025-06-06 22:22:58,user_1674,article_142,200
2025-03-13 18:53:11,user_4647,article_148,200
2025-04-12 20:08:15,user_1685,article_146,200
2025-04-04 08:05:11,user_4371,article_146,200
2025-03-21 02:28:34,user_4707,article_103,200
2025-05-13 00:14:08,user_1936,article_140,404
2025-05-18 06:42:47,user_1835,article_124,200
2025-06-17 01:15:55,user_644,article_140,200
2025-03-13 23:38:31,user_412,article_136,200
2025-06-16 13:03:28,user_4487,article_148,200
2025-10-15 07:26:21,,article_134,500
2025-10-20 18:06:54,user_3554,article_106,200
2025-10-21 16:52:47,,article_106,200
2025-06-23 17:28:40,user_1290,article_111,200
2025-01-20 01:27:33,user_1055,article_107,200
2025-11-09 10:44:46,user_4318,article_130,200
2025-04-08 08:38:46,user_3960,article_129,200
2025-04-26 13:27:59,user_2302,article_142,200
2025-08-19 22:39:01,user_4367,article_129,200
2025-12-02 23:54:10,user_2372,article_133,200
2025-06-19 17:11:27,user_4992,article_122,200
2025-10-01 02:56:32,user_4185,article_137,200
2025-03-25 04:14:01,user_2342,article_123,500
2025-06-07 02:08:33,user_2419,article_146,404
2025-11-14 10:11:38,user_1721,article_147,200
2025-05-06 13:28:15,user_172,article_114,200
2025-06-03 11:29:34,user_4811,article_148,200
2025-04-01 02:36:55,user_2612,article_107,200
2025-12-01 12:08:33,user_4763,article_121,200
2025-03-03 00:37:56,user_943,article_121,200
2025-09-11 09:56:33,user_2053,article_148,200
2025-09-21 00:56:21,user_2982,article_137,200
2025-05-24 06:35:28,,article_146,200
2025-09-23 04:11:57,user_4492,article_140,200
2025-10-15 14:27:57,user_4643,article_119,200
2025-08-07 12:57:25,user_2650,article_120,200
2025-11-08 01:50:14,user_3884,article_134,404
2025-06-28 00:18:57,user_454,article_144,404
2025-02-03 15:55:43,user_3012,article_112,200
2025-08-25 02:17:55,user_693,article_139,200
2025-06-05 08:29:06,,article_141,200
2025-12-01 19:41:17,user_2400,article_148,200
2025-04-08 10:11:18,user_4261,article_119,200
2025-03-04 07:28:30,user_2369,article_135,200
2025-07-23 00:28:52,user_1972,article_113,200
2025-04-23 16:55:42,user_1979,article_128,200
2025-07-22 11:40:01,user_893,article_125,200
2025-08-12 09:23:30,user_4925,article_106,404
2025-06-22 12:36:33,user_1351,article_127,200
2025-03-15 21:35:55,,article_133,200
2025-05-26 08:57:48,user_3103,article_149,200
2025-03-05 13:44:04,user_281,article_103,200
2025-07-22 12:06:02,user_3552,article_145,200
2025-04-23 04:11:08,user_141,article_129,200
2025-01-26 17:03:42,user_3745,article_142,200
2025-04-01 05:03:48,user_4231,article_149,200
2025-04-23 22:12:19,user_3741,article_104,200
2025-02-06 11:15:17,user_4810,article_133,500
2025-12-02 03:48:24,user_2834,article_125,200
2025-05-29 16:01:45,,article_144,200
2025-08-01 14:40:53,user_4769,article_119,200
2025-06-14 06:30:21,user_2421,article_147,200
2025-12-12 07:20:10,user_1777,article_147,200
2025-03-18 00:54:01,user_2760,article_127,200
2025-07-18 13:16:05,,article_107,404
2025-05-27 06:25:22,,article_134,200
2025-09-23 12:40:05,user_3513,article_125,500
2025-11-01 20:59:21,user_346,article_116,200
2025-07-15 10:56:35,user_2505,article_111,200
2025-08-31 21:42:32,user_2548,article_112,200
2025-11-14 14:12:55,,article_105,200
2025-09-20 14:42:30,user_1214,article_148,200
2025-03-27 02:32:41,user_2060,article_149,404
2025-08-28 03:47:16,user_4997,article_101,200
2025-12-29 05:06:46,user_2191,article_110,404
2025-11-05 08:23:12,user_3633,article_139,200
2025-03-26 02:19:23,user_83,article_146,200
2025-05-12 15:09:14,user_3454,article_147,200
2025-01-02 15:47:20,user_4078,article_102,200
2025-02-09 13:28:27,user_1907,article_123,200
2025-09-27 09:49:09,user_3271,article_106,200
2025-11-28 07:07:10,user_267,article_116,200
2025-12-06 11:20:42,,article_140,200
2025-01-01 10:44:14,user_1735,article_138,404
2025-08-07 17:58:48,user_320,article_106,200
2025-12-17 14:00:50,user_3169,article_101,200
2025-10-22 15:57:11,,article_106,200
2025-10-09 20:18:43,,article_129,404
2025-12-06 02:25:20,user_2315,article_110,404
2025-01-09 03:01:59,user_39,article_102,200
2025-06-14 20:58:57,user_2451,article_116,200
2025-11-18 13:44:38,user_3545,article_116,200
2025-03-04 15:04:23,user_1108,article_124,200
2025-06-03 17:22:22,user_809,article_106,200
2025-05-22 14:47:36,user_1894,article_121,200
2025-10-30 13:09:11,user_4448,article_104,200
2025-01-19 02:44:57,user_592,article_149,200
2025-04-20 06:55:35,user_2529,article_135,200
2025-01-10 18:42:25,user_2065,article_147,200
2025-06-16 02:02:53,user_4719,article_140,200
2025-08-29 23:08:31,user_3244,article_142,200
2025-02-01 12:23:30,,article_135,200
2025-02-15 12:37:09,user_4375,article_125,200
2025-09-21 01:27:10,user_3447,article_113,200
2025-02-03 13:10:16,,article_102,200
2025-05-14 17:14:36,user_3029,article_146,200
2025-03-31 05:36:46,user_3246,article_102,200
2025-07-21 02:07:45,user_4374,article_123,200
2025-12-28 14:45:22,user_343,article_103,200
2025-08-01 02:59:02,,article_140,200
2025-09-30 22:09:21,user_3204,article_134,200
2025-04-04 07:04:47,user_1919,article_102,200
2025-10-30 02:08:38,user_3783,article_111,200
2025-10-01 14:25:58,user_2603,article_135,200
2025-04-27 23:33:32,,article_119,200
2025-08-31 08:53:24,user_4286,article_122,200
2025-10-30 20:01:25,user_3417,article_140,200
2025-10-14 12:29:28,user_2186,article_130,200
